obj_partner_name,marc,obj_prod_stream,obj_grant_cycle,obj_workflow_state__label,obj_object_identifier,obj_project_identifier,obj_ia_url__url,obj_nid_link,obj_call_number,obj_av_item_parts__ip_call_number,obj_temporary_id,obj_av_item_parts__ip_temporary_id,type,obj_media_type,obj_av_item_parts__ip_media_type,obj_av_item_parts__ip_gauge_and_format,obj_av_item_parts__ip_sides_parts,obj_av_item_parts__ip_price_bundle,obj_prsv_duration_string,obj_administrative_notes,obj_partner_admin_notes,obj_notes_to_vendor,label,obj_alternative_title,obj_series_title,obj_collection_guide__title,obj_collection_guide__url,obj_created_date__date_free,obj_published_date__date_free,obj_significance,obj_description,obj_subject_topic__label,obj_subject_entity__label,obj_genre__label,obj_spatial_coverage__label,obj_temporal_coverage__date_free,obj_language__value,obj_country_of_creation__value,obj_copyright_statement,obj_creator__name_label_distributor_role,obj_creator__name_label_creator_role,obj_creator__name_label_producer_role,obj_creator__name_label_director_role,obj_creator__name_label_interviewee_role,obj_creator__name_label_interviewer_role,obj_creator__name_label_speaker_role,obj_creator__name_label_writer_role,obj_creator__name_label_editor_role,obj_creator__name_label_performer_role,obj_creator__name_label_musician_role,obj_creator__name_label_contributor_role,obj_creator__name_label_cinematographer_role,obj_creator__name_label_narrator_role,obj_creator__name_label_panelist_role,obj_creator__name_label_actor_role,obj_creator__name_label_artist_role,obj_creator__name_label_artistic_director_role,obj_creator__name_label_author_role,obj_creator__name_label_camera_operator_role,obj_creator__name_label_choreographer_role,obj_creator__name_label_commentator_role,obj_creator__name_label_composer_role,obj_creator__name_label_conductor_role,obj_creator__name_label_costume_designer_role,obj_creator__name_label_filmmaker_role,obj_creator__name_label_host_role,obj_creator__name_label_moderator_role,obj_creator__name_label_photographer_role,obj_creator__name_label_recording_engineer_role,obj_creator__name_label_reporter_role,obj_creator__name_label_set_designer_role,obj_creator__name_label_sound_designer_role,obj_creator__name_label_technical_director_role,obj_av_item_parts__ip_generation__label,obj_av_item_parts__ip_additional_technical_notes,obj_av_item_parts__ip_container_item_annotations,obj_condition_list__value,obj_condition_note,obj_av_item_parts__ip_condition_notes,obj_av_item_parts__ip_aspect_ratio,obj_av_item_parts__ip_frame_rate_tid,obj_av_item_parts__ip_running_speed,obj_av_item_parts__ip_colors_tid,obj_av_item_parts__ip_silent_sound_tid,obj_av_item_parts__ip_track_standard_tid,obj_av_item_parts__ip_stock_manufacturer,obj_av_item_parts__ip_base_type,obj_related_materials__entity_reference,obj_related_materials__relation_type,obj_transcript,obj_transcript_url,obj_asset_type__label,obj_copyright_date__date_free,obj_creator__name_label_copyright_holder_role,obj_copyright_holder_info,obj_copyright_notice,obj_qc_state,obj_overall_image_sound_qc__label,obj_notes_from_vendor,obj_notes_to_user,obj_partner_qc_notes,obj_car_qc_notes_for_vendor,obj_car_notes_for_partner,obj_prsv_files_per_object,obj_node_id_from_d7,obj_cdm_number,obj_cdm_url,obj_project_note,obj_pushed_to_car_date,obj_prsv_embedded_descriptive_metadata,obj_prsv_tech_specs,obj_access_tech_specs,obj_xml_from_vendor_validates,obj_partner_websites,obj_partner_rights_statement,obj_partner_address,obj_funder,node_id_no_changes,node_uuid_no_changes,obj_ark_identifier,obj_oclc_number,obj_av_item_parts__ip_special_handling,obj_tcis_id
City of Huntington Beach Archives,cahuca,DG,2023/2024,Accepted,,,,https://californiarevealed.org/node/528801,,AB03036,AS03036,,Moving Image,Moving Image,Moving Image,DVD,1 tape,U-matic 31-60 min (2023-2024),0:30:07,"This DVD was originally awarded as an AV object and listed as a format ""DV"" and sent with their 23-24 materials.","The original of this disc has been digitized by Cal Rev.  However, the sound was corrupted.  This copy has full sound. Only a tiny handful of these dics seem to have been created from U-matic and Betacam SP originals.",,Olympic Torch Relay,,,,,1996-04,,"In 1996, Huntington Beach was the first stop of the Olympic Torch on its way to Atlanta.  A radio broadcast including organizers and one of two local women chosen to run the torch through the city were featured in this tape.","In 1996, Huntington Beach was the first stop of the Olympic Torch on its way to Atlanta.  A radio broadcast including organizers and one of two local women chosen to run the torch through the city were featured in this tape.",,,,Huntington Beach (Calif.),1995,eng,US,Public domain. No restrictions on use.,,City of Huntington Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duplicate,,,Excellent,,,,,,,,,,,,,,,,,,,,Not Reported,,,,,,,,,,,California Revealed,,,,,,,,"City of Huntington Beach Archives
2000 Main Street
Huntington Beach, CA 92648
United States",LSTA,528801,981ef0d2-f8ca-4b6d-af8c-f4c2bf769a07,,,,
